ensg,beta,standard_error,effect_allele_frequency
ENSG00000167447,-0.0595462,0.115581,0.000352551
ENSG00000153982,0.0165437,0.160166,0.00018352
ENSG00000108406,-0.273621,0.190011,0.000130396
ENSG00000141367,0.16699,0.220793,9.65894e-05
ENSG00000141378,-0.0698247,0.180252,0.000144884
ENSG00000108423,-0.0888668,0.162347,0.00017869
ENSG00000108443,-0.136216,0.226491,9.176e-05
ENSG00000189050,0.14513,0.100292,0.000468459
ENSG00000068097,0.041017,0.0550239,0.00155992
ENSG00000167434,0.334993,0.329086,4.34652e-05
ENSG00000170832,-0.110173,0.134374,0.000260791
ENSG00000141371,-0.0383165,0.13694,0.000251133
ENSG00000170836,-0.00421897,0.0683633,0.00100936
ENSG00000141376,0.00819638,0.0497761,0.00190764
ENSG00000121068,-0.317615,0.177332,0.000149714
ENSG00000121075,-0.0491758,0.183346,0.000140055
ENSG00000253506,-0.168072,0.246877,7.72715e-05
ENSG00000136492,-0.0254894,0.0680332,0.00101902
ENSG00000108506,0.127358,0.110164,0.000420164
ENSG00000108510,-0.0869748,0.349024,3.86358e-05
ENSG00000172421,-0.0183921,0.0235223,0.00860129
ENSG00000087995,0.255586,0.123514,0.000309086
ENSG00000146872,-0.00526494,0.103551,0.000439482
ENSG00000011028,-0.223778,0.147198,0.000217326
ENSG00000173838,-0.0366527,0.0724535,0.000898282
ENSG00000170921,0.105442,0.40395,2.89768e-05
ENSG00000008283,-0.113767,0.201539,0.000115907
ENSG00000159640,-0.0964743,0.0648846,0.00112044
ENSG00000173826,0.041066,0.0769334,0.000796863
ENSG00000136485,0.0842914,0.441484,2.41474e-05
ENSG00000136463,0.128051,0.201535,0.000115907
ENSG00000198909,0.556176,0.402991,2.89768e-05
ENSG00000136490,0.138057,0.120649,0.000323575
ENSG00000266173,-0.174974,0.106509,0.000415335
ENSG00000108588,-0.0780227,0.20154,0.000115907
ENSG00000198231,0.149315,0.162411,0.00017869
ENSG00000108592,0.0777657,0.145579,0.000222156
ENSG00000087191,-0.0470236,0.0997869,0.000473288
ENSG00000108604,0.108835,0.133271,0.000265621
ENSG00000213218,-0.016318,0.0781162,0.000772715
ENSG00000136487,-0.0349822,0.044359,0.00238576
ENSG00000136488,0.0199104,0.0760359,0.000806522
ENSG00000204414,0.0518064,0.0579688,0.00140538
ENSG00000259384,-0.0521847,0.31217,4.82947e-05
ENSG00000007314,0.074033,0.0894304,0.000589196
ENSG00000224383,0.0434857,0.152524,0.000202838
ENSG00000108622,-0.19343,0.205879,0.000111078
ENSG00000178607,0.0903433,0.0743016,0.000859646
ENSG00000136478,0.0989137,0.226507,9.176e-05
ENSG00000271605,-0.10551,0.298089,5.31242e-05
ENSG00000256525,0.0282206,0.12541,0.000299427
ENSG00000108654,-0.0424233,0.197478,0.000120737
ENSG00000258890,-0.00753394,0.0486876,0.00199457
ENSG00000108854,-0.0403749,0.205915,0.000111078
ENSG00000176809,0.0287322,0.0830472,0.000685785
ENSG00000120063,0.197935,0.135684,0.000255962
ENSG00000108370,-0.0643864,0.0909404,0.000569878
ENSG00000168646,0.0514576,0.246839,7.72715e-05
ENSG00000154240,0.0999247,0.0774124,0.000787204
ENSG00000091583,0.35485,0.145589,0.000222156
ENSG00000154229,0.0564541,0.226483,9.176e-05
ENSG00000075429,0.183403,0.263852,6.76126e-05
ENSG00000075461,0.526886,0.403017,2.89768e-05
ENSG00000108878,-0.209248,0.40301,2.89768e-05
ENSG00000198265,0.00432932,0.137836,0.000255962
ENSG00000197170,0.0892833,0.441485,2.41474e-05
ENSG00000154217,0.0543168,0.273825,6.27831e-05
ENSG00000130935,-0.0896498,0.139643,0.000241474
ENSG00000171634,-0.185775,0.139671,0.000241474
ENSG00000186665,-0.0267259,0.0226307,0.0092581
ENSG00000182481,0.388287,0.220751,9.65894e-05
ENSG00000196704,0.0362936,0.0296113,0.00541384
ENSG00000108932,0.300062,0.297646,5.31242e-05
ENSG00000141337,0.106869,0.0863117,0.000632661
ENSG00000070540,-0.0520436,0.13968,0.000241474
ENSG00000108950,-0.0259149,0.103528,0.000439482
ENSG00000141338,-0.0819579,0.0442609,0.00241474
ENSG00000154258,-0.0166832,0.0371972,0.00340961
ENSG00000154262,-0.0634887,0.0590535,0.00135708
ENSG00000154263,-0.0259882,0.0516362,0.00176276
ENSG00000154265,0.0665831,0.0619067,0.00123152
ENSG00000108984,-0.018569,0.23944,8.2101e-05
ENSG00000153822,0.000287051,0.107123,0.000410505
ENSG00000123700,-0.873293,0.373118,3.38063e-05
ENSG00000125398,0.0591934,0.144036,0.000226985
ENSG00000133195,0.35462,0.177349,0.000149714
ENSG00000180616,-0.127227,0.232705,8.69305e-05
ENSG00000166685,-0.124739,0.127493,0.000289768
ENSG00000133193,-0.0537735,0.193647,0.000125566
ENSG00000141219,0.0102011,0.0290551,0.00561185
ENSG00000187959,0.121671,0.117206,0.000342892
ENSG00000179604,-0.184335,0.226543,9.176e-05
ENSG00000069188,0.309989,0.133142,0.000265621
ENSG00000141540,-0.0782433,0.133157,0.000265621
ENSG00000171595,-0.060363,0.104145,0.000434652
ENSG00000196169,-0.0448028,0.0313254,0.00482464
ENSG00000204347,0.344289,0.441467,2.41474e-05
ENSG00000257008,-0.0249516,0.0290571,0.00561185
ENSG00000170412,-0.118585,0.131962,0.00027045
ENSG00000167851,-0.142647,0.102416,0.000449141
ENSG00000178789,-0.0690285,0.104118,0.000434652
ENSG00000167850,0.050477,0.062034,0.00121703
ENSG00000186407,-0.0851613,0.118049,0.000338063
ENSG00000172794,0.0530715,0.164572,0.000173861
ENSG00000186074,0.0139147,0.0506743,0.00183037
ENSG00000109062,0.00539661,0.138283,0.000246303
ENSG00000109065,0.000440879,0.0349108,0.00389255
ENSG00000109066,0.102571,0.126442,0.000294598
ENSG00000161509,0.0101341,0.0898092,0.000584366
ENSG00000161513,-0.12083,0.0786044,0.000763056
ENSG00000172782,0.179838,0.190003,0.000130396
ENSG00000182040,0.297373,0.19001,0.000130396
ENSG00000183034,-0.147984,0.100795,0.000463629
ENSG00000182938,-0.0287249,0.0297603,0.00534622
ENSG00000167861,-0.000303964,0.20587,0.000111078
ENSG00000109089,0.20364,0.246814,7.72715e-05
ENSG00000167862,-0.0816475,0.201586,0.000115907
ENSG00000167863,-0.117888,0.284986,5.79537e-05
ENSG00000180901,0.310069,0.284985,5.79537e-05
ENSG00000170190,0.502532,0.180347,0.000144884
ENSG00000125449,-0.114764,0.284993,5.79537e-05
ENSG00000125458,-0.141092,0.104126,0.000434652
ENSG00000189159,-0.00569428,0.205864,0.000111078
ENSG00000125450,0.218418,0.180264,0.000144884
ENSG00000125447,0.00128805,0.0282482,0.00593059
ENSG00000125445,0.0216824,0.115606,0.000352551
ENSG00000125457,0.0855175,0.0883734,0.000603684
ENSG00000125454,-0.0291497,0.349068,3.86358e-05
ENSG00000177728,0.0527119,0.13568,0.000255962
ENSG00000177303,-0.0683326,0.133154,0.000265621
ENSG00000182173,-0.173783,0.169319,0.000164202
ENSG00000073350,0.218807,0.101324,0.0004588
ENSG00000108469,0.0018109,0.056797,0.00146333
ENSG00000204323,-0.59304,0.441472,2.41474e-05
ENSG00000259120,-0.424896,0.40299,2.89768e-05
ENSG00000161526,0.221931,0.152348,0.000202838
ENSG00000132470,0.112375,0.0614435,0.00125083
ENSG00000108479,-0.00100315,0.210493,0.000106248
ENSG00000132478,-0.105445,0.349074,3.86358e-05
ENSG00000092929,0.0423356,0.0657489,0.00109146
ENSG00000132471,-0.043621,0.136932,0.000251133
ENSG00000132481,-0.186993,0.144092,0.000226985
ENSG00000141569,-0.0281003,0.0558072,0.00151645
ENSG00000204316,0.197666,0.177346,0.000149714
ENSG00000188878,-0.0548036,0.0720632,0.000907941
ENSG00000161533,0.00625238,0.186585,0.000135225
ENSG00000257949,-0.167769,0.197486,0.000120737
ENSG00000261408,-0.0669092,0.119758,0.000328404
ENSG00000250506,-0.00824437,0.150573,0.000207667
ENSG00000167880,-0.0213208,0.0549314,0.00156475
ENSG00000182687,-0.280275,0.177358,0.000149714
ENSG00000186919,0.0423148,0.055799,0.00151645
ENSG00000182473,0.0571772,0.0270074,0.00654876
ENSG00000141576,0.0624468,0.0909626,0.000569878
ENSG00000185262,-0.188897,0.284978,5.79537e-05
ENSG00000129646,-0.0683544,0.0604991,0.00127981
ENSG00000161542,0.0261268,0.072651,0.000893452
ENSG00000176170,0.0424989,0.025087,0.00755812
ENSG00000175931,-0.0206778,0.32908,4.34652e-05
ENSG00000129673,-0.222445,0.273887,6.27831e-05
ENSG00000129667,0.472003,0.226522,9.176e-05
ENSG00000161544,0.160527,0.246879,7.72715e-05
ENSG00000214140,0.161529,0.349095,3.86358e-05
ENSG00000070731,0.0231415,0.0781093,0.000772715
ENSG00000070526,-0.162877,0.0786027,0.000763056
ENSG00000182534,0.176213,0.118038,0.000338063
ENSG00000070495,0.24035,0.232712,8.69305e-05
ENSG00000181038,0.12619,0.10188,0.00045397
ENSG00000092931,0.0498406,0.0901774,0.000579537
ENSG00000167889,0.0318465,0.138274,0.000246303
ENSG00000129657,-0.0531935,0.145583,0.000222156
ENSG00000184640,0.378718,0.180277,0.000144884
ENSG00000078687,0.215533,0.210499,0.000106248
ENSG00000141524,-0.0264198,0.133167,0.000265621
ENSG00000167895,-0.0146823,0.118899,0.000323575
ENSG00000187997,0.148407,0.141061,0.000236644
ENSG00000108639,0.0040926,0.0262545,0.00692546
ENSG00000167900,-0.159335,0.124418,0.000304257
ENSG00000183077,-0.0070623,0.0360689,0.00362693
ENSG00000089685,-0.00439419,0.0240293,0.00821976
ENSG00000204278,0.00286304,0.154198,0.000198008
ENSG00000184557,-0.084376,0.263873,6.76126e-05
ENSG00000087157,0.116376,0.145585,0.000222156
ENSG00000187775,0.00918626,0.0400602,0.00295081
ENSG00000108669,-0.192885,0.312578,4.82947e-05
ENSG00000055483,0.140384,0.135645,0.000255962
ENSG00000178404,0.317969,0.1456,0.000222156
ENSG00000108679,0.135245,0.111822,0.000376699
ENSG00000171302,-0.174294,0.158101,0.000188349
ENSG00000173918,0.113622,0.197471,0.000120737
ENSG00000167280,0.0258397,0.0596149,0.0013281
ENSG00000167281,-0.0639018,0.329051,4.34652e-05
ENSG00000182156,0.082534,0.105912,0.000420164
ENSG00000173894,-0.00227356,0.0601284,0.00130879
ENSG00000167291,0.179241,0.169345,0.000164202
ENSG00000141519,-0.00898077,0.0204586,0.0114169
ENSG00000171298,-0.0655208,0.0734401,0.000874134
ENSG00000141527,0.0257264,0.0890682,0.000594025
ENSG00000181523,0.131908,0.0532541,0.00166617
ENSG00000181045,-0.120971,0.112573,0.000371869
ENSG00000173821,-0.0310967,0.0556225,0.00151645
ENSG00000173818,-0.0676052,0.118036,0.000338063
ENSG00000176108,0.0631653,0.190016,0.000130396
ENSG00000175866,0.0437381,0.111844,0.000376699
ENSG00000181409,-0.139608,0.125417,0.000299427
ENSG00000141577,0.126761,0.0866374,0.000627831
ENSG00000167302,0.0721404,0.0809342,0.000719591
ENSG00000224877,-0.0339628,0.329078,4.34652e-05
ENSG00000157637,-0.002996,0.0531614,0.00166134
ENSG00000185332,-0.581924,0.197479,0.000120737
ENSG00000186765,0.170907,0.133159,0.000265621
ENSG00000185504,-0.137484,0.128566,0.000284939
ENSG00000182446,-0.566828,0.285042,5.79537e-05
ENSG00000182612,-0.0953055,0.0476156,0.00208633
ENSG00000204237,-0.0157201,0.0602834,0.00129913
ENSG00000185298,0.0910772,0.11975,0.000328404
ENSG00000214087,0.0562323,0.103529,0.000439482
ENSG00000185359,0.166951,0.180248,0.000144884
ENSG00000262814,0.169195,0.312197,4.82947e-05
ENSG00000262660,0.0164391,0.197456,0.000120737
ENSG00000183048,-0.045185,0.169332,0.000164202
ENSG00000215644,0.107938,0.119796,0.000328404
ENSG00000225663,0.273021,0.180297,0.000144884
ENSG00000185624,-0.182738,0.246807,7.72715e-05
ENSG00000141522,0.029825,0.215477,9.176e-05
ENSG00000183684,0.116581,0.226495,9.176e-05
ENSG00000141552,-0.0216069,0.19749,0.000120737
ENSG00000183979,-0.0408944,0.134387,0.000260791
ENSG00000185813,-0.071376,0.111115,0.000381528
ENSG00000187531,0.0731907,0.166887,0.000169031
ENSG00000183010,0.172334,0.0901763,0.000579537
ENSG00000185105,0.384032,0.285003,5.79537e-05
ENSG00000185269,0.0888288,0.16019,0.00018352
ENSG00000169696,-0.000140988,0.0248293,0.00772715
ENSG00000169689,0.0469544,0.110413,0.000386358
ENSG00000169683,-0.120006,0.112566,0.000371869
ENSG00000169750,-0.380988,0.349017,3.86358e-05
ENSG00000169738,0.0120096,0.075311,0.000835499
ENSG00000169733,0.224257,0.134379,0.000260791
ENSG00000169727,-0.221722,0.273813,6.27831e-05
ENSG00000169718,-0.0566691,0.085657,0.00064232
ENSG00000169710,0.174605,0.126443,0.000294598
ENSG00000176155,0.160882,0.0823427,0.000695444
ENSG00000141526,0.110648,0.129678,0.000280109
ENSG00000141551,0.272236,0.160198,0.00018352
ENSG00000173762,-0.162245,0.160179,0.00018352
ENSG00000141574,0.0160414,0.0455016,0.00225536
ENSG00000182459,0.093578,0.111896,0.000439482
ENSG00000181408,0.0225573,0.085656,0.00064232
ENSG00000181396,0.013494,0.0228084,0.00910355
ENSG00000169660,-0.024054,0.0883523,0.000603684
ENSG00000178927,-0.160706,0.210486,0.000106248
ENSG00000141562,-0.326943,0.164571,0.000173861
ENSG00000141568,-0.0215176,0.254884,7.24421e-05
ENSG00000141580,0.041268,0.312193,4.82947e-05
ENSG00000141542,-0.0766679,0.0713139,0.000927259
ENSG00000141560,-0.153433,0.126454,0.000294598
ENSG00000167363,-0.12908,0.154198,0.000198008
ENSG00000141556,-0.0122664,0.0929175,0.00054573
ENSG00000141579,-0.403193,0.263841,6.76126e-05
ENSG00000175711,-0.323724,0.134392,0.000260791
ENSG00000176845,0.0200002,0.373135,3.38063e-05
ENSG00000101557,-0.234581,0.254885,7.24421e-05
ENSG00000079134,-0.065901,0.215408,0.000101419
ENSG00000158270,-0.0044311,0.162302,0.00017869
ENSG00000177143,-0.0514256,0.101902,0.00045397
ENSG00000079101,0.0722243,0.0831774,0.000680955
ENSG00000176890,-0.112082,0.284937,5.79537e-05
ENSG00000132199,0.0233144,0.0335891,0.00417749
ENSG00000176105,0.0923955,0.162287,0.00017869
ENSG00000141433,0.433241,0.441405,2.41474e-05
ENSG00000101574,0.115705,0.0853331,0.000647149
ENSG00000080986,0.13441,0.136906,0.000251133
ENSG00000101596,0.124163,0.1773,0.000149714
ENSG00000132205,0.0187074,0.0277436,0.00611411
ENSG00000101577,-0.012094,0.127464,0.000289768
ENSG00000101605,-0.0581753,0.0736362,0.000869305
ENSG00000101608,-0.0735713,0.215397,0.000101419
ENSG00000118680,0.0501819,0.373077,3.38063e-05
ENSG00000177426,0.0107261,0.0392677,0.00306188
ENSG00000170579,0.131597,0.402943,2.89768e-05
ENSG00000231824,-0.0596028,0.329029,4.34652e-05
ENSG00000198081,0.43199,0.441494,2.41474e-05
ENSG00000082397,0.157838,0.158076,0.000188349
ENSG00000206432,-0.2975,0.226513,9.176e-05
ENSG00000154655,0.281309,0.118023,0.000338063
ENSG00000088756,0.0776283,0.0954717,0.000516753
ENSG00000101680,-0.0380229,0.0545046,0.0015889
ENSG00000206422,0.12074,0.10295,0.000444311
ENSG00000173482,-0.0720966,0.132088,0.00027045
ENSG00000206418,0.0521426,0.32901,4.34652e-05
ENSG00000168502,-0.019895,0.118004,0.000338063
ENSG00000178127,-0.0414534,0.113258,0.00036704
ENSG00000101745,0.0933571,0.116362,0.000347722
ENSG00000128791,-0.582932,0.349031,3.86358e-05
ENSG00000017797,0.116657,0.154166,0.000198008
ENSG00000154845,0.386905,0.205871,0.000111078
ENSG00000168461,-0.180959,0.329025,4.34652e-05
ENSG00000168454,0.0565241,0.154188,0.000198008
ENSG00000101558,0.277713,0.329021,4.34652e-05
ENSG00000154856,0.445726,0.263802,6.76126e-05
ENSG00000134265,0.129404,0.226457,9.176e-05
ENSG00000154864,-0.0188924,0.102396,0.000449141
ENSG00000236396,-0.0492689,0.145559,0.000222156
ENSG00000141404,-0.0323192,0.126414,0.000294598
ENSG00000154889,0.0389225,0.0453559,0.00229883
ENSG00000141401,0.0958091,0.215399,0.000101419
ENSG00000181626,-0.115289,0.129666,0.000280109
ENSG00000176194,0.0612004,0.104714,0.000429823
ENSG00000176014,-0.0237286,0.17188,0.000159373
ENSG00000141385,0.026987,0.103509,0.000439482
ENSG00000141391,0.0161934,0.158072,0.000188349
ENSG00000134278,-0.275759,0.164632,0.000173861
ENSG00000101624,0.00687858,0.14104,0.000236644
ENSG00000128789,-0.286924,0.154186,0.000198008
ENSG00000175354,0.211451,0.220715,9.65894e-05
ENSG00000085415,0.0883219,0.169293,0.000164202
ENSG00000101639,0.0578543,0.0669219,0.00105282
ENSG00000168675,-0.212505,0.254868,7.24421e-05
ENSG00000177150,-0.21918,0.312151,4.82947e-05
ENSG00000101654,-0.157143,0.160326,0.00018352
ENSG00000176136,0.0395334,0.246786,7.72715e-05
ENSG00000185231,0.10819,0.297603,5.31242e-05
ENSG00000175322,-0.0293445,0.0431185,0.00254513
ENSG00000183206,0.0110894,0.0268604,0.00661155
ENSG00000180777,0.00422844,0.0541011,0.00161304
ENSG00000067900,0.0904522,0.0909218,0.000569878
ENSG00000141449,0.284027,0.348962,3.86358e-05
ENSG00000141446,0.31353,0.27374,6.27831e-05
ENSG00000167088,0.862794,0.441397,2.41474e-05
ENSG00000158201,-0.132458,0.125397,0.000299427
ENSG00000101752,0.0772031,0.0585415,0.0013764
ENSG00000141448,-0.0124552,0.441375,2.41474e-05
ENSG00000212710,0.0366154,0.141058,0.000236644
ENSG00000101773,-0.032849,0.0846927,0.000656808
ENSG00000134508,0.0146407,0.246767,7.72715e-05
ENSG00000134490,0.0811791,0.180216,0.000144884
ENSG00000101782,-0.00985087,0.122457,0.000313916
ENSG00000141452,0.0113259,0.169297,0.000164202
ENSG00000141458,-0.0136977,0.102986,0.000444311
ENSG00000154065,-0.159345,0.0883889,0.000603684
ENSG00000053747,-0.00325509,0.0408061,0.00380562
ENSG00000168234,0.011006,0.156089,0.000193179
ENSG00000154040,0.00742405,0.0724314,0.000898282
ENSG00000141447,-0.000524962,0.0299925,0.00524964
ENSG00000154059,-0.188347,0.263864,6.76126e-05
ENSG00000134489,-0.212252,0.129658,0.000280109
ENSG00000198795,-0.330239,0.441389,2.41474e-05
ENSG00000141380,-0.198693,0.328998,4.34652e-05
ENSG00000154611,-0.221633,0.109048,0.000396017
ENSG00000141384,-0.00698936,0.0607937,0.00129913
ENSG00000134504,-0.411249,0.297616,5.31242e-05
ENSG00000171885,-0.21973,0.26379,6.76126e-05
ENSG00000154080,0.099202,0.107735,0.000405676
ENSG00000170558,-0.699201,0.373043,3.38063e-05
ENSG00000134762,-0.0823161,0.0536948,0.00163719
ENSG00000134755,-0.0769892,0.120615,0.000323575
ENSG00000134765,-0.0454831,0.0771398,0.000792033
ENSG00000134760,0.0567647,0.189965,0.000130396
ENSG00000175065,0.0578943,0.071316,0.000927259
ENSG00000134757,-0.074682,0.0986627,0.000994871
ENSG00000046604,0.102414,0.0997507,0.000473288
ENSG00000118271,0.226518,0.403029,2.89768e-05
ENSG00000118276,0.0603652,0.312117,4.82947e-05
ENSG00000141437,0.122606,0.210677,0.000106248
ENSG00000153339,-0.195585,0.177288,0.000149714
ENSG00000101695,-0.2021,0.197418,0.000120737
ENSG00000134758,0.132893,0.284927,5.79537e-05
ENSG00000141434,0.037575,0.0700206,0.000965894
ENSG00000141441,-0.308449,0.23266,8.69305e-05
ENSG00000197705,-0.920878,0.402947,2.89768e-05
ENSG00000166960,0.0245657,0.0311844,0.00486811
ENSG00000141431,0.0223596,0.263801,6.76126e-05
ENSG00000101746,0.181663,0.273753,6.27831e-05
ENSG00000134769,0.0331104,0.18329,0.000140055
ENSG00000166974,0.0166424,0.0519047,0.00174344
ENSG00000186812,0.0620559,0.106483,0.000415335
ENSG00000186814,0.0620481,0.105864,0.000420164
ENSG00000172466,-0.377508,0.328986,4.34652e-05
ENSG00000186496,-0.10235,0.110496,0.000386358
ENSG00000267140,0.022847,0.373255,3.38063e-05
ENSG00000153391,0.234906,0.154191,0.000198008
ENSG00000141429,0.377031,0.312152,4.82947e-05
ENSG00000141428,0.110612,0.169288,0.000164202
ENSG00000141425,-0.165543,0.349015,3.86358e-05
ENSG00000141424,0.0475249,0.164553,0.000173861
ENSG00000134759,-0.141797,0.0954846,0.000516753
ENSG00000075643,0.00800237,0.051983,0.00174827
ENSG00000134775,-0.157931,0.126403,0.000294598
ENSG00000134779,0.0850669,0.11973,0.000328404
ENSG00000150477,-0.00345402,0.0516163,0.00177242
ENSG00000101489,-0.27569,0.441394,2.41474e-05
ENSG00000078142,-0.061052,0.077611,0.000782374
ENSG00000152214,0.013599,0.263927,6.76126e-05
ENSG00000132872,0.39673,0.403135,2.89768e-05
ENSG00000152217,0.755115,0.328984,4.34652e-05
ENSG00000132874,-0.0374297,0.0809147,0.000719591
ENSG00000141469,0.0797508,0.148824,0.000202838
ENSG00000197046,0.00387933,0.102967,0.000444311
ENSG00000152223,-0.0612436,0.105871,0.000420164
ENSG00000152229,0.00097694,0.141035,0.000236644
ENSG00000152234,0.347632,0.189975,0.000130396
ENSG00000152240,-0.100945,0.0738357,0.000864475
ENSG00000152242,0.563404,0.183303,0.000140055
ENSG00000141622,-0.363683,0.246823,7.72715e-05
ENSG00000167210,-0.0339584,0.0437292,0.00247269
ENSG00000101638,-0.11972,0.17453,0.000154543
ENSG00000078043,0.0265721,0.0489698,0.00197042
ENSG00000167216,0.0294893,0.0937487,0.000536071
ENSG00000206181,0.0126635,0.057464,0.00139089
ENSG00000167220,-0.071173,0.177302,0.000149714
ENSG00000134049,0.198894,0.402991,2.89768e-05
ENSG00000215474,-0.0684864,0.156102,0.000193179
ENSG00000175387,0.324053,0.441425,2.41474e-05
ENSG00000184828,-0.21417,0.13828,0.000246303
ENSG00000134030,-0.143766,0.348954,3.86358e-05
ENSG00000101665,0.307568,0.273779,6.27831e-05
ENSG00000141627,0.120216,0.180215,0.000144884
ENSG00000177576,0.308621,0.441458,2.41474e-05
ENSG00000265681,0.130788,0.37303,3.38063e-05
ENSG00000101670,-0.0842876,0.171843,0.000159373
ENSG00000167315,-0.104224,0.119737,0.000328404
ENSG00000167306,0.0379849,0.0963733,0.000507094
ENSG00000172361,-0.0856408,0.0977741,0.000492606
ENSG00000141644,0.168117,0.215404,0.000101419
ENSG00000154832,-0.0575336,0.297702,5.31242e-05
ENSG00000154839,-0.0247751,0.0987449,0.000482947
ENSG00000141639,0.00165181,0.273762,6.27831e-05
ENSG00000134042,-0.00895717,0.0220072,0.00984246
ENSG00000082212,0.00383404,0.0599378,0.00131362
ENSG00000141642,0.172528,0.197423,0.000120737
ENSG00000141646,0.354582,0.297614,5.31242e-05
ENSG00000176624,-0.0282899,0.215388,0.000101419
ENSG00000187323,-0.249921,0.174499,0.000154543
ENSG00000134046,-0.0483433,0.117224,0.000342892
ENSG00000101751,0.0349299,0.0553378,0.00176276
ENSG00000174448,0.182303,0.16022,0.00018352
ENSG00000166845,-0.0348562,0.0809331,0.000719591
